Galaxy Number,X coord,Y coord,X radius,Y radius,Pixel Count 
12109,2408,1431,1,1,47.0 
12110,108,1444,1,1,24.0 
12111,2106,1447,1,1,29.0 
12112,2121,1450,1,1,42.0 
12113,1211,1458,1,1,15.0 
12114,1995,1463,1,1,14.0 
12115,976,1469,1,1,33.0 
12116,1993,1469,1,1,12.0 
12117,1129,1475,1,1,21.0 
12118,616,1491,1,1,17.0 
12119,150,1510,1,1,21.0 
12120,520,1520,1,1,20.0 
12121,1946,1525,1,1,45.0 
12122,2239,1532,2,2,26.0 
12123,2241,1532,1,1,19.0 
12124,1963,1547,1,1,8.0 
12125,1826,1548,1,1,36.0 
12126,1687,1552,1,1,33.0 
12127,1686,1553,1,1,35.0 
12128,2419,1558,1,1,15.0 
12129,1948,1561,1,1,22.0 
12130,627,1568,1,1,16.0 
12131,938,1575,4,4,912.0 
12132,649,1579,1,1,38.0 
12133,751,1588,1,1,37.0 
12134,1514,1589,1,1,26.0 
12135,415,1591,1,1,8.0 
12136,910,1598,1,1,23.0 
12137,1222,1602,1,1,31.0 
12138,1221,1620,1,1,47.0 
12139,2426,1628,1,1,25.0 
12140,110,1632,1,1,34.0 
12141,227,1649,1,1,20.0 
12142,1943,1652,1,1,33.0 
12143,170,1653,1,1,44.0 
12144,405,1661,1,1,34.0 
12145,2419,1662,1,1,48.0 
12146,932,1673,1,1,41.0 
12147,1347,1681,1,1,24.0 
12148,1128,1693,1,1,13.0 
12149,1128,1694,1,2,31.0 
12150,992,1695,1,1,25.0 
12151,229,1712,1,1,25.0 
12152,2237,1721,1,1,19.0 
12153,2460,1728,1,1,35.0 
12154,955,1745,1,1,27.0 
12155,2449,1751,1,1,45.0 
12156,2468,1758,1,1,30.0 
12157,1451,1761,1,1,17.0 
12158,1054,1762,1,1,24.0 
12159,1455,1767,1,1,39.0 
12160,1389,1768,1,1,11.0 
12161,728,1770,1,1,14.0 
12162,686,1772,1,1,49.0 
12163,1390,1772,1,1,11.0 
12164,1493,1777,1,1,24.0 
12165,424,1780,1,1,23.0 
12166,1551,1780,1,1,29.0 
12167,1389,1791,1,1,10.0 
12168,1638,1791,1,1,24.0 
12169,2345,1827,1,1,-3.0 
12170,2119,1829,1,1,17.0 
12171,980,1856,1,1,51.0 
12172,333,1889,1,1,62.0 
12173,1034,1892,1,1,17.0 
12174,1338,1893,1,1,44.0 
12175,279,1894,1,1,15.0 
12176,281,1895,1,1,52.0 
12177,1925,1899,1,1,38.0 
12178,1353,1913,1,1,30.0 
12179,1320,1922,1,1,16.0 
12180,2156,1922,1,1,26.0 
12181,1910,1923,1,1,37.0 
12182,2178,1925,1,1,24.0 
12183,658,1939,1,1,29.0 
12184,1710,1940,1,1,34.0 
12185,693,1941,1,1,12.0 
12186,1468,1942,1,1,28.0 
12187,1072,1950,1,1,16.0 
12188,1862,1952,1,1,24.0 
12189,1634,1956,1,1,38.0 
12190,144,1958,1,1,13.0 
12191,625,1958,1,1,23.0 
12192,2095,1959,1,1,11.0 
12193,2096,1959,1,1,12.0 
12194,2096,1960,1,1,31.0 
12195,990,1979,1,1,17.0 
12196,2457,1984,1,1,25.0 
12197,2456,1986,1,1,61.0 
12198,2422,1996,1,1,3.0 
12199,1156,1997,1,1,42.0 
12200,2421,2000,1,1,21.0 
12201,2422,2000,1,1,39.0 
12202,1669,2005,1,1,38.0 
12203,1008,2021,1,6,180.0 
12204,1418,2037,1,1,22.0 
12205,2303,2052,1,10,285.0 
12206,104,2105,1,1,36.0 
12207,2004,2108,1,1,42.0 
12208,2068,2113,1,1,27.0 
12209,1019,2114,1,1,33.0 
12210,2067,2114,1,1,44.0 
12211,1097,2123,1,1,37.0 
12212,178,2149,1,1,60.0 
12213,2410,2156,1,1,50.0 
12214,1036,2181,1,1,5.0 
12215,2137,2183,1,1,24.0 
12216,2137,2184,1,1,33.0 
12217,294,2185,1,1,57.0 
12218,1005,2186,1,1,35.0 
12219,1044,2186,1,1,25.0 
12220,1583,2189,1,1,23.0 
12221,923,2195,1,1,28.0 
12222,923,2196,1,1,22.0 
12223,2348,2198,1,1,25.0 
12224,628,2221,1,1,22.0 
12225,2174,2228,1,1,19.0 
12226,1004,2256,4,1,113.0 
12227,1204,2262,1,1,20.0 
12228,840,2264,1,1,27.0 
12229,2317,2271,1,1,10.0 
12230,1639,2276,1,1,19.0 
12231,148,2287,1,1,53.0 
12232,2306,2295,5,1,11.0 
12233,2303,2296,1,2,26.0 
12234,2426,2298,1,1,58.0 
12235,2384,2301,1,1,18.0 
12236,2386,2303,1,1,25.0 
12237,2375,2305,1,1,16.0 
12238,2377,2307,1,1,18.0 
12239,1395,2311,6,1,72.0 
12240,926,2316,1,1,3.0 
12241,2392,2327,1,1,34.0 
12242,2151,2329,1,1,23.0 
12243,1629,2330,1,1,29.0 
12244,1630,2330,1,1,21.0 
12245,1758,2330,1,1,25.0 
12246,230,2339,1,1,42.0 
12247,1336,2345,1,1,45.0 
12248,2373,2345,1,1,23.0 
12249,2400,2354,1,1,42.0 
12250,656,2355,1,4,63.0 
12251,1097,2357,1,1,39.0 
12252,694,2361,1,1,41.0 
12253,797,2389,1,1,25.0 
12254,1053,2390,1,1,29.0 
12255,1646,2391,1,1,35.0 
12256,358,2416,1,1,25.0 
12257,443,2453,1,1,49.0 
12258,2092,2456,1,1,52.0 
12259,152,2500,1,1,43.0 
12260,1620,2503,1,1,36.0 
12261,443,2507,1,1,18.0 
12262,2296,2515,1,1,36.0 
12263,401,2519,1,1,53.0 
12264,108,2525,1,1,59.0 
12265,1567,2528,1,1,13.0 
12266,2035,2529,1,1,22.0 
12267,1399,2534,1,1,63.0 
12268,567,2545,1,1,35.0 
12269,536,2546,1,1,33.0 
12270,637,2561,1,1,26.0 
12271,2188,2573,1,1,25.0 
12272,945,2579,1,1,24.0 
12273,963,2598,1,1,29.0 
12274,1733,2606,1,1,34.0 
12275,935,2610,1,1,27.0 
12276,1082,2610,1,1,13.0 
12277,1876,2617,1,1,42.0 
12278,571,2637,1,1,27.0 
12279,2401,2643,1,1,7.0 
12280,508,2656,1,1,33.0 
12281,810,2658,1,1,20.0 
12282,858,2664,1,1,40.0 
12283,859,2664,1,1,46.0 
12284,1349,2668,1,1,37.0 
12285,299,2674,1,1,27.0 
12286,632,2674,1,1,24.0 
12287,121,2678,1,1,37.0 
12288,121,2679,1,1,29.0 
12289,617,2695,1,1,44.0 
12290,1860,2695,1,1,22.0 
12291,1545,2712,1,1,44.0 
12292,1267,2713,1,1,43.0 
12293,356,2717,1,1,34.0 
12294,1957,2721,1,1,46.0 
12295,1273,2725,1,1,18.0 
12296,1371,2745,1,1,41.0 
12297,1729,2745,1,1,44.0 
12298,1837,2759,1,1,37.0 
12299,652,2768,1,1,9.0 
12300,651,2769,1,1,11.0 
12301,652,2769,1,1,11.0 
12302,651,2771,1,1,35.0 
12303,2100,2771,1,1,37.0 
12304,454,2775,1,1,28.0 
12305,1251,2775,1,1,36.0 
12306,2099,2781,1,1,36.0 
12307,2102,2781,1,1,39.0 
12308,1026,2784,1,1,33.0 
12309,1209,2785,1,1,26.0 
12310,603,2786,1,1,5.0 
12311,604,2786,18,1,7.0 
12312,2009,2789,1,1,19.0 
12313,1015,2790,1,1,39.0 
12314,1113,2790,1,1,9.0 
12315,2103,2793,1,1,24.0 
12316,1009,2802,1,1,37.0 
12317,825,2808,1,1,22.0 
12318,826,2809,1,1,54.0 
12319,367,2816,1,1,44.0 
12320,2015,2817,1,1,23.0 
12321,704,2822,1,1,10.0 
12322,1195,2824,1,1,18.0 
12323,1187,2836,1,1,19.0 
12324,1887,2841,1,1,38.0 
12325,1645,2842,1,1,31.0 
12326,1664,2844,1,1,14.0 
12327,1652,2853,1,26,159.0 
12328,1672,2853,4,28,678.0 
12329,1675,2853,1,1,6.0 
12330,2086,2856,1,1,17.0 
12331,1526,2857,1,1,24.0 
12332,397,2871,1,1,11.0 
12333,1359,2873,1,1,12.0 
12334,2221,2878,1,1,33.0 
12335,1497,2882,1,1,21.0 
12336,1074,2884,1,1,38.0 
12337,2225,2884,1,1,51.0 
12338,940,2891,1,1,22.0 
12339,1085,2910,1,1,41.0 
12340,1899,2910,1,1,24.0 
12341,555,2915,1,1,16.0 
12342,558,2916,1,1,29.0 
12343,945,2931,1,1,30.0 
12344,390,2932,1,1,33.0 
12345,1452,2933,1,1,6.0 
12346,1453,2933,1,1,10.0 
12347,780,2934,1,1,31.0 
12348,1586,2943,1,1,17.0 
12349,921,2951,1,1,42.0 
12350,1819,2951,1,1,28.0 
12351,2415,2957,1,1,37.0 
12352,2413,2960,1,5,80.0 
12353,2018,2967,1,1,33.0 
12354,1879,2982,1,1,25.0 
12355,2459,3011,1,1,20.0 
12356,984,3015,1,1,15.0 
12357,705,3029,1,1,22.0 
12358,1863,3032,1,1,35.0 
12359,1813,3033,1,1,20.0 
12360,1863,3033,1,1,27.0 
12361,150,3040,1,1,21.0 
12362,747,3040,1,1,15.0 
12363,168,3042,1,1,38.0 
12364,1846,3056,1,1,19.0 
12365,1755,3069,1,1,35.0 
12366,2129,3079,1,1,33.0 
12367,704,3088,1,1,35.0 
12368,2386,3116,1,1,56.0 
12369,749,3129,1,1,54.0 
12370,240,3137,1,1,44.0 
12371,997,3139,1,1,19.0 
12372,2044,3145,1,1,23.0 
12373,1732,3150,1,1,4.0 
12374,965,3153,1,1,43.0 
12375,405,3156,1,1,48.0 
12376,861,3161,1,1,38.0 
12377,2240,3163,1,1,43.0 
12378,223,3169,1,4,88.0 
12379,2218,3181,1,1,31.0 
12380,863,3194,1,1,10.0 
12381,867,3198,1,1,8.0 
12382,2322,3203,1,1,28.0 
12383,869,3204,1,1,20.0 
12384,1771,3206,1,1,25.0 
12385,870,3208,1,1,17.0 
12386,1931,3208,1,1,44.0 
12387,1894,3209,1,1,18.0 
12388,869,3210,1,1,24.0 
12389,866,3215,1,1,17.0 
12390,1917,3219,1,1,39.0 
12391,870,3223,1,1,17.0 
12392,933,3226,1,1,49.0 
12393,2169,3240,1,1,19.0 
12394,726,3253,1,1,34.0 
12395,1699,3257,1,1,48.0 
12396,1670,3259,1,1,27.0 
12397,1842,3260,1,1,12.0 
12398,2281,3260,1,1,58.0 
12399,1034,3261,1,1,27.0 
12400,1844,3261,1,1,35.0 
12401,1665,3264,1,1,17.0 
12402,1682,3264,1,1,17.0 
12403,1662,3268,1,1,37.0 
12404,1682,3271,1,1,17.0 
12405,1652,3273,1,1,12.0 
12406,1665,3274,1,1,18.0 
12407,815,3278,1,1,-6.0 
12408,873,3278,1,1,26.0 
12409,811,3281,1,1,14.0 
12410,816,3281,1,4,56.0 
12411,1683,3282,1,1,11.0 
12412,1692,3282,1,1,13.0 
12413,1666,3289,1,1,26.0 
12414,1929,3290,1,1,26.0 
12415,1632,3291,1,1,7.0 
12416,1922,3291,1,1,20.0 
12417,1633,3298,1,1,18.0 
12418,1639,3301,1,1,10.0 
12419,1633,3303,1,1,15.0 
12420,1682,3303,1,1,17.0 
12421,2356,3304,1,1,18.0 
12422,1666,3305,1,1,14.0 
12423,1647,3306,1,1,9.0 
12424,1752,3308,1,1,13.0 
12425,1627,3310,1,1,10.0 
12426,1630,3311,1,1,0.0 
12427,1649,3311,1,1,23.0 
12428,1732,3312,1,1,11.0 
12429,2318,3314,1,1,33.0 
12430,2296,3316,1,1,34.0 
12431,1636,3318,1,1,-3.0 
12432,1654,3318,1,1,15.0 
12433,1678,3318,2,1,32.0 
12434,2291,3320,1,1,19.0 
12435,1617,3322,1,1,4.0 
12436,1623,3322,4,1,13.0 
12437,1830,3324,1,1,12.0 
12438,1621,3325,1,4,1.0 
12439,1628,3326,1,1,-4.0 
12440,2269,3327,1,1,4.0 
12441,2269,3328,1,1,9.0 
12442,2301,3328,1,1,20.0 
12443,1070,3329,1,1,39.0 
12444,1039,3330,1,1,13.0 
12445,1668,3331,1,1,9.0 
12446,1615,3332,1,1,15.0 
12447,1621,3332,1,1,9.0 
12448,1633,3332,1,1,19.0 
12449,1671,3334,1,1,27.0 
12450,1616,3335,1,1,13.0 
12451,1615,3336,1,1,6.0 
12452,1609,3337,1,1,11.0 
12453,2289,3337,1,1,2.0 
12454,1609,3339,1,1,21.0 
12455,1620,3339,1,1,22.0 
12456,1607,3340,1,1,9.0 
12457,1614,3340,1,1,12.0 
12458,1627,3340,1,1,5.0 
12459,1623,3341,1,1,-7.0 
12460,1626,3344,1,1,10.0 
12461,1629,3347,1,1,21.0 
12462,1653,3347,1,1,28.0 
12463,1629,3349,1,1,30.0 
12464,1614,3351,1,1,20.0 
12465,1618,3352,1,1,13.0 
12466,1603,3353,1,1,19.0 
12467,1607,3354,1,1,21.0 
12468,1626,3359,1,1,26.0 
12469,801,3361,1,1,23.0 
12470,802,3361,1,1,15.0 
12471,818,3361,1,1,21.0 
12472,1602,3363,1,1,-1.0 
12473,1605,3364,1,1,20.0 
12474,580,3367,1,1,45.0 
12475,1647,3369,1,1,41.0 
12476,1766,3370,1,1,13.0 
12477,911,3373,1,5,26.0 
12478,1568,3374,18,7,-13.0 
12479,1612,3377,1,1,31.0 
12480,1569,3378,2,14,13.0 
12481,2013,3380,1,1,41.0 
12482,1572,3382,4,8,40.0 
12483,1573,3382,5,6,3.0 
12484,1575,3384,6,3,-19.0 
12485,1592,3384,1,1,7.0 
12486,1614,3384,1,1,19.0 
12487,1573,3386,2,2,-11.0 
12488,1577,3389,1,1,12.0 
12489,1581,3389,1,1,15.0 
12490,1606,3389,1,1,8.0 
12491,1562,3390,1,1,9.0 
12492,1677,3391,1,1,11.0 
12493,1678,3391,1,1,15.0 
12494,1567,3392,1,1,3.0 
12495,1562,3393,1,1,19.0 
12496,1596,3393,1,1,17.0 
12497,1591,3395,1,1,2.0 
12498,1602,3395,1,1,25.0 
12499,1602,3396,1,1,10.0 
12500,1617,3397,1,1,11.0 
12501,1567,3398,1,1,8.0 
12502,1576,3400,1,1,-3.0 
12503,1574,3401,1,1,18.0 
12504,1578,3401,1,1,16.0 
12505,837,3403,1,1,23.0 
12506,837,3404,1,2,25.0 
12507,1563,3404,1,1,11.0 
12508,1571,3404,1,1,20.0 
12509,1582,3404,1,1,33.0 
12510,1545,3405,1,1,11.0 
12511,1589,3406,1,1,10.0 
12512,1563,3409,1,1,12.0 
12513,847,3410,1,1,18.0 
12514,928,3411,1,1,23.0 
12515,1519,3411,1,1,-1.0 
12516,1521,3412,1,1,12.0 
12517,1526,3412,1,1,11.0 
12518,1535,3412,1,1,27.0 
12519,1542,3412,1,1,15.0 
12520,1578,3412,1,1,5.0 
12521,1521,3415,2,1,11.0 
12522,1518,3416,1,1,9.0 
12523,1539,3416,1,1,4.0 
12524,1578,3416,1,1,19.0 
12525,1526,3418,1,1,13.0 
12526,1556,3419,1,1,12.0 
12527,1570,3419,1,1,27.0 
12528,1640,3419,1,1,20.0 
12529,1536,3420,1,1,24.0 
12530,1523,3422,1,1,-2.0 
12531,1525,3422,1,1,19.0 
12532,1540,3423,1,1,5.0 
12533,1646,3423,1,1,14.0 
12534,1494,3425,1,1,18.0 
12535,1515,3425,1,1,3.0 
12536,1533,3425,1,1,20.0 
12537,1605,3425,1,1,10.0 
12538,1647,3425,1,1,4.0 
12539,1080,3427,1,1,13.0 
12540,1605,3427,1,1,15.0 
12541,1502,3428,1,1,19.0 
12542,1524,3428,1,1,24.0 
12543,1527,3428,1,1,14.0 
12544,833,3429,1,1,11.0 
12545,854,3430,1,1,11.0 
12546,1507,3431,1,1,5.0 
12547,1574,3431,1,1,23.0 
12548,1601,3431,1,1,18.0 
12549,1527,3432,1,1,14.0 
12550,1569,3432,1,1,21.0 
12551,1601,3432,20,17,3477.0 
12552,1512,3433,1,1,16.0 
12553,1658,3434,1,2,24.0 
12554,1660,3434,1,1,14.0 
12555,1508,3435,1,1,31.0 
12556,1667,3435,1,1,22.0 
12557,1498,3436,1,4,19.0 
12558,666,3437,1,1,27.0 
12559,1517,3437,1,1,18.0 
12560,1635,3437,1,1,17.0 
12561,1661,3437,1,1,9.0 
12562,1554,3438,1,1,17.0 
12563,1564,3438,1,1,14.0 
12564,1674,3438,1,1,28.0 
12565,1596,3439,24,1,57.0 
12566,1491,3443,1,1,14.0 
12567,1494,3443,1,1,21.0 
12568,1503,3444,1,1,25.0 
12569,1618,3445,1,1,17.0 
12570,2468,3445,1,1,57.0 
12571,1040,3454,1,1,23.0 
12572,1582,3454,1,1,20.0 
12573,1583,3455,1,1,42.0 
12574,404,3459,1,1,30.0 
12575,1515,3459,1,1,22.0 
12576,1525,3462,1,1,-4.0 
12577,477,3464,1,1,23.0 
12578,1497,3468,1,1,18.0 
12579,2192,3469,1,1,23.0 
12580,1514,3473,1,1,26.0 
12581,1513,3476,1,1,23.0 
12582,1483,3480,2,1,8.0 
12583,1479,3489,1,1,27.0 
12584,1589,3492,1,1,19.0 
12585,2365,3492,1,1,57.0 
12586,2366,3493,1,1,46.0 
12587,1709,3502,1,1,24.0 
12588,1482,3510,1,1,18.0 
12589,1609,3516,1,1,13.0 
12590,1538,3519,1,1,16.0 
12591,1491,3521,1,1,11.0 
12592,1459,3523,1,1,14.0 
12593,137,3532,1,1,39.0 
12594,909,3534,1,1,46.0 
12595,910,3534,4,1,96.0 
12596,138,3535,1,1,51.0 
12597,1698,3548,1,1,26.0 
12598,269,3549,1,1,52.0 
12599,1569,3557,1,1,14.0 
12600,503,3574,1,1,34.0 
12601,798,3578,1,1,28.0 
12602,1051,3587,1,1,30.0 
12603,101,3593,1,1,56.0 
12604,378,3602,1,1,50.0 
12605,1198,3606,1,1,26.0 
12606,915,3608,1,1,25.0 
12607,2162,3615,1,1,30.0 
12608,1189,3633,1,1,28.0 
12609,1190,3633,1,1,44.0 
12610,174,3637,1,1,33.0 
12611,178,3638,1,1,61.0 
12612,1640,3655,1,1,14.0 
12613,2032,3655,1,1,32.0 
12614,1313,3657,1,1,42.0 
12615,1728,3663,1,1,19.0 
12616,2231,3664,1,1,46.0 
12617,2386,3685,1,1,26.0 
12618,2079,3694,1,1,27.0 
12619,1195,3710,1,1,30.0 
12620,2214,3738,1,1,25.0 
12621,2369,3748,1,1,21.0 
12622,2360,3770,1,1,23.0 
12623,1249,3774,1,1,18.0 
12624,2190,3774,1,1,46.0 
12625,1605,3776,1,1,22.0 
12626,2392,3779,1,1,21.0 
12627,1996,3786,1,1,29.0 
12628,185,3815,1,1,42.0 
12629,1661,3827,1,1,33.0 
12630,692,3834,1,1,41.0 
12631,2292,3834,1,22,-87.0 
12632,355,3841,1,1,42.0 
12633,1504,3841,1,1,31.0 
12634,354,3842,2,1,53.0 
12635,2412,3848,1,1,45.0 
12636,2412,3849,1,1,29.0 
12637,347,3855,1,1,21.0 
12638,2292,3856,1,1,25.0 
12639,488,3857,1,1,9.0 
12640,1608,3865,1,1,9.0 
12641,796,3878,1,1,28.0 
12642,1398,3879,1,1,20.0 
12643,1209,3894,1,1,32.0 
12644,455,3897,1,1,32.0 
12645,1628,3898,1,1,6.0 
12646,525,3906,1,1,24.0 
12647,2354,3907,1,1,51.0 
12648,519,3916,1,1,41.0 
12649,1577,3922,1,1,12.0 
12650,1576,3923,4,6,1065.0 
12651,2136,3930,1,1,25.0 
12652,173,3931,1,1,3.0 
12653,510,3932,1,1,27.0 
12654,139,3946,1,1,39.0 
12655,2250,3960,1,1,34.0 
12656,1909,3968,19,1,72.0 
12657,1508,3978,1,1,17.0 
12658,392,3982,1,1,4.0 
12659,1194,3982,1,1,17.0 
12660,1597,3997,1,1,35.0 
12661,1509,4004,1,1,38.0 
12662,367,4007,4,1,104.0 
12663,1505,4007,1,1,39.0 
12664,1768,4015,1,1,35.0 
12665,1245,4016,1,1,43.0 
12666,1648,4026,1,1,27.0 
12667,1178,4046,1,1,35.0 
12668,479,4052,1,1,33.0 
12669,1469,4052,1,1,36.0 
12670,478,4053,1,2,80.0 
12671,1528,4064,1,1,27.0 
12672,164,4078,1,1,26.0 
12673,2031,4089,1,1,30.0 
12674,345,4093,1,1,20.0 
12675,497,4095,1,1,43.0 
12676,580,4116,1,1,18.0 
12677,575,4118,1,1,11.0 
12678,1399,4137,1,1,23.0 
12679,1401,4137,1,1,19.0 
12680,1201,4184,1,1,29.0 
12681,1514,4189,1,1,46.0 
12682,2435,4206,2,4,295.0 
12683,1694,4212,1,1,21.0 
12684,1694,4213,1,1,26.0 
12685,2280,4228,1,1,45.0 
12686,594,4229,1,1,18.0 
12687,593,4230,1,1,17.0 
12688,1243,4233,1,1,38.0 
12689,2400,4235,1,1,107.0 
12690,191,4238,1,1,7.0 
12691,1571,4242,1,1,52.0 
12692,284,4243,1,1,51.0 
12693,2448,4245,1,1,47.0 
12694,385,4249,1,1,28.0 
12695,384,4251,1,2,16.0 
12696,2469,4252,1,1,75.0 
12697,909,4253,1,1,50.0 
12698,2454,4253,1,1,117.0 
12699,2439,4254,1,1,36.0 
12700,2421,4279,1,1,101.0 
12701,338,4297,1,1,53.0 
12702,2402,4302,1,1,65.0 
12703,590,4307,1,1,45.0 
12704,2408,4309,1,1,70.0 
12705,591,4310,1,1,21.0 
12706,431,4316,1,1,19.0 
12707,171,4317,1,1,28.0 
12708,1382,4321,1,1,50.0 
12709,589,4323,1,1,20.0 
12710,587,4327,1,1,63.0 
12711,2025,4331,1,1,34.0 
12712,105,4332,1,1,44.0 
12713,2171,4332,1,1,22.0 
12714,2144,4335,1,1,41.0 
12715,263,4341,1,1,43.0 
12716,2116,4353,1,1,45.0 
12717,2461,4357,1,1,46.0 
12718,198,4359,1,1,53.0 
12719,273,4360,1,1,22.0 
12720,284,4374,1,1,54.0 
12721,153,4376,1,1,10.0 
12722,2448,4378,1,1,53.0 
12723,2449,4378,1,1,61.0 
12724,2458,4386,1,1,41.0 
12725,2459,4386,1,1,101.0 
12726,2384,4388,1,1,93.0 
12727,247,4396,1,1,86.0 
12728,2378,4398,1,1,126.0 
12729,2151,4399,1,1,38.0 
12730,2118,4402,1,1,57.0 
12731,2380,4407,1,1,29.0 
12732,219,4413,1,1,13.0 
12733,2449,4432,1,1,20.0 
12734,1892,4433,1,1,67.0 
12735,2183,4435,1,1,134.0 
12736,1618,4436,1,1,50.0 
12737,2343,4438,1,1,87.0 
12738,2344,4438,1,1,92.0 
12739,1624,4439,1,1,19.0 
12740,2171,4439,1,1,63.0 
12741,1283,4441,1,1,30.0 
12742,1286,4441,1,1,25.0 
12743,1621,4441,1,1,36.0 
12744,2008,4442,1,1,45.0 
12745,1894,4444,1,1,60.0 
12746,2428,4449,1,1,44.0 
12747,1186,4454,1,1,21.0 
12748,1193,4457,1,1,56.0 
12749,2212,4465,1,1,128.0 
12750,1417,4467,1,21,196.0 
12751,2405,4467,1,1,-14.0 
12752,2331,4469,1,1,-9.0 
12753,2332,4469,1,1,36.0 
12754,1095,4470,1,1,41.0 
12755,2246,4472,1,1,56.0 
12756,976,4488,1,1,51.0 
12757,2223,4492,1,1,33.0 
12758,2331,4492,1,1,88.0 
12759,968,4499,1,1,52.0 
12760,2230,4499,1,1,107.0 
12761,103,4500,1,1,156.0 
12762,212,4505,1,1,39.0 
12763,427,4506,1,1,17.0 
12764,1229,4506,1,1,43.0 
12765,1474,4509,1,1,29.0 
12766,184,100,1,1,51.0 
12767,417,100,1,1,75.0 
12768,460,100,1,1,83.0 
12769,1328,100,1,1,40.0 
12770,296,101,1,1,38.0 
12771,569,101,1,1,60.0 
12772,181,102,1,1,-25.0 
12773,605,102,1,1,83.0 
12774,981,103,1,1,34.0 
12775,1615,103,1,1,22.0 
12776,1184,104,1,1,98.0 
12777,1614,104,1,1,36.0 
12778,164,105,1,1,68.0 
12779,399,107,1,1,78.0 
12780,426,112,1,7,180.0 
12781,312,122,1,1,-8.0 
12782,308,123,1,1,40.0 
12783,1038,124,1,1,37.0 
12784,495,125,1,1,40.0 
12785,494,127,1,1,38.0 
12786,530,129,1,1,5.0 
12787,1612,130,1,1,5.0 
12788,1845,140,1,1,29.0 
12789,575,143,1,1,5.0 
12790,1615,143,1,1,38.0 
12791,1592,144,1,1,12.0 
12792,1605,147,1,1,25.0 
12793,1695,149,1,1,43.0 
12794,1974,149,1,1,8.0 
12795,2166,149,1,1,77.0 
12796,343,176,1,1,36.0 
12797,330,177,1,1,50.0 
12798,110,181,1,1,69.0 
12799,710,183,1,1,35.0 
12800,483,188,1,1,63.0 
12801,135,189,1,1,102.0 
12802,616,192,1,1,38.0 
12803,293,194,1,1,82.0 
12804,952,198,1,1,49.0 
12805,965,201,1,1,44.0 
12806,280,204,1,1,49.0 
12807,197,218,1,1,68.0 
12808,1285,223,1,1,40.0 
12809,2460,237,1,1,41.0 
12810,315,241,1,1,5.0 
12811,315,242,1,1,44.0 
12812,199,248,1,1,55.0 
12813,262,253,1,1,31.0 
12814,1152,259,1,1,38.0 
12815,1153,259,1,1,29.0 
12816,236,260,1,1,29.0 
12817,1986,262,1,1,25.0 
12818,1373,264,1,1,14.0 
12819,161,273,1,1,78.0 
12820,813,275,1,1,34.0 
12821,974,279,1,1,36.0 
12822,679,286,1,1,17.0 
12823,563,287,1,1,50.0 
12824,436,289,2,1,47.0 
12825,697,290,1,1,20.0 
12826,988,293,1,1,46.0 
12827,138,297,1,1,93.0 
12828,2095,309,1,1,11.0 
12829,106,311,1,1,105.0 
12830,879,311,1,1,27.0 
12831,2092,312,1,1,6.0 
12832,116,318,1,1,12.0 
12833,184,327,1,1,56.0 
12834,158,342,1,1,70.0 
12835,204,345,1,1,65.0 
12836,116,349,1,1,125.0 
12837,235,356,1,1,4.0 
12838,231,357,1,1,15.0 
12839,1546,362,1,1,16.0 
12840,1546,364,1,1,6.0 
12841,231,365,1,1,30.0 
12842,1528,366,1,1,28.0 
12843,177,367,1,1,13.0 
12844,924,368,1,1,62.0 
12845,109,369,1,1,93.0 
12846,576,369,1,1,21.0 
12847,584,369,1,1,22.0 
12848,1011,370,1,1,13.0 
12849,1985,375,1,1,16.0 
12850,895,381,1,1,43.0 
12851,183,388,1,1,74.0 
12852,117,395,1,1,33.0 
12853,638,399,1,1,16.0 
12854,644,400,1,1,28.0 
12855,551,401,1,1,33.0 
12856,2312,410,1,1,45.0 
12857,2321,451,1,1,25.0 
12858,2056,464,1,1,56.0 
12859,268,466,4,1,88.0 
12860,1612,471,1,1,31.0 
12861,1132,472,1,1,22.0 
12862,568,480,1,1,52.0 
12863,2355,480,1,1,21.0 
12864,1134,481,1,1,16.0 
12865,2115,482,1,1,50.0 
12866,1237,489,1,1,21.0 
12867,1571,491,1,1,40.0 
12868,2287,491,1,1,29.0 
12869,1512,493,1,1,17.0 
12870,459,496,1,1,22.0 
12871,2101,498,1,1,22.0 
12872,1067,503,1,1,20.0 
12873,1306,507,1,1,21.0 
12874,791,510,1,1,38.0 
12875,271,513,1,1,50.0 
12876,801,514,1,1,20.0 
12877,996,522,1,1,51.0 
12878,1538,530,1,1,29.0 
12879,834,532,4,4,810.0 
12880,832,534,6,1,78.0 
12881,1584,537,1,1,28.0 
12882,1668,544,1,1,32.0 
12883,2405,547,1,1,19.0 
12884,498,555,1,1,38.0 
12885,1795,557,1,1,27.0 
12886,1056,558,1,1,18.0 
12887,1399,558,1,1,27.0 
12888,1401,560,1,1,42.0 
12889,820,561,1,1,25.0 
12890,1335,565,1,1,43.0 
12891,2414,565,1,1,34.0 
12892,1493,568,1,1,23.0 
12893,2347,568,1,1,26.0 
12894,1370,578,1,1,29.0 
12895,1786,592,1,1,41.0 
12896,380,597,1,1,25.0 
12897,1341,602,1,1,22.0 
12898,2036,607,1,1,39.0 
12899,1078,620,1,1,35.0 
12900,1102,622,1,1,26.0 
12901,872,623,1,1,43.0 
12902,1089,624,1,1,18.0 
12903,313,625,1,1,52.0 
12904,2175,627,1,1,61.0 
12905,1148,635,1,1,26.0 
